link,Creator,Name,Description
https://michaelbarrowman.co.uk/typos/,T,typos,The goal of typos is to provide a flexible warning when commonly mis-typed functions are called. Functions with typing errors will still be evaluated and a warning will be output. It also provides the user with a convenient function to define their own typos.
